film_title,imdb_id,film_year,production_country,director,release_month,release_year,release_location,production_locality,production_company,cast
Le inchieste del commissario Maigret,tt0287857,,Italy,,,1964,,,RAI Radiotelevisione Italiana,"nm0148974, nm0656512, nm0544887, nm0124376, nm0853730, nm0615698, nm0901763, nm0513353, nm0769112, nm0768922, nm0028337, nm0814433, nm0079347, nm0744174, nm0218325, nm1008999, nm0881746, nm0537706, nm1164577, nm1065041, nm0312975, nm0526927, nm0244602, nm0563670, nm0867333, nm0314429, nm0674358, nm0320935, nm0230130, nm0669587, nm0585069, nm0061453, nm0813059, nm0025070, nm0154804, nm0865493, nm0675692, nm0493964, nm0527787, nm0547049, nm0812741, nm0545858, nm0581028, nm0881099, nm0656474, nm0309798, nm1110166, nm0723279, nm0478880, nm0210154, nm0080503, nm0323010, nm0491701, nm0726737, nm0307337, nm0542077, nm0613538, nm0663111, nm1066385, nm1067685, nm0541963, nm0100655, nm0276442, nm0545602, nm0712284, nm0080763, nm0519420, nm0053531, nm0262321, nm0798309, nm0019605, nm0181298, nm0199542, nm0271229, nm0604871, nm0683888, nm1110836, nm1048349, nm0217377, nm1169375, nm1246348, nm0312595, nm0192076, nm0208662, nm0563567, nm0957714, nm0029523, nm0013310, nm0815092, nm0993131, nm0117868, nm0754669, nm0819010, nm0095084, nm4311246, nm1007027, nm0070234, nm0873384, nm0137567, nm0743102, nm0481349, nm0124490, nm0315782, nm0524399, nm0136227, nm0205788, nm1168952, nm0345791, nm0911354, nm0992229, nm0146405, nm0023591, nm0345311, nm0534011, nm0232228, nm0518419, nm1242308, nm0146333, nm2350393, nm0600102, nm0557615, nm0330921, nm0457839, nm1164035, nm0135462, nm0707185, nm1163617, nm0605398, nm1168842, nm0174150, nm0518352, nm1164019, nm0557167, nm1169716, nm1164200, nm1164209, nm0822275, nm1169221, nm0662685, nm1167541, nm0535472, nm1169451, nm1168175, nm0700689, nm0137708, nm4310978, nm4311011, nm0678033, nm4309867, nm0002231, nm1214417, nm1089289, nm0517149, nm0142995, nm0411299, nm4151076, nm0157951, nm0179395, nm0068909, nm4309815, nm0060417, nm0728949, nm0800548, nm0598840, nm0763862, nm0028324, nm0049531, nm0094687, nm0095255, nm2489104, nm0143303, nm1707879, nm0254995, nm1214705, nm0298917, nm0303413, nm0508730, nm0524573, nm1065943, nm2681724, nm0544817, nm0559862, nm0585936, nm0650010, nm0707886, nm0199253, nm0714052, nm3228215, nm0868910, nm0850442, nm0875713, nm0109266, nm0116277, nm0142761, nm3226533, nm1943484, nm0287347, nm0315998, nm0510639, nm0516254, nm0535489, nm0540744, nm0563561, nm3227825, nm0667613, nm0726741, nm0767552, nm0820938, nm0865338, nm0893445, nm0895705, nm0952796, nm1168641, nm0957535, nm0016625, nm0019145, nm0022066, nm0046785, nm1068638, nm3028420, nm0080798, nm0097953, nm1111500, nm0130018, nm0130050, nm2677715, nm0144669, nm1275187, nm1212729, nm1345965, nm1108927, nm7240596, nm0224313, nm0231575, nm0267847, nm1111582, nm7240595, nm0283057, nm0307491, nm0315661, nm1085449, nm0324645, nm0346742, nm0385951, nm0407162, nm0493982, nm0527784, nm0538969, nm0539011, nm0539455, nm0541973, nm1360241, nm0557806, nm0558089, nm0561221, nm0563481, nm1018510, nm0591856, nm0592716, nm4310429, nm0644124, nm0656483, nm4311201, nm0660007, nm0661715, nm0663943, nm0673034, nm0674415, nm0723168, nm0726019, nm0728343, nm0728967, nm4311114, nm0754638, nm0759372, nm0759880, nm0769273, nm0771941, nm0786319, nm0796222, nm0812163, nm1111851, nm1019959, nm0865357, nm0870995, nm1361084, nm0890192, nm1941970, nm0952838, nm0059012, nm0059607, nm0059706, nm1044819, nm0117877, nm0125657, nm0175945, nm0179110, nm0197532, nm0037876, nm1029052, nm0234581, nm0255677, nm0289450, nm0345794, nm0484883, nm0508836, nm1045984, nm0545643, nm0556146, nm3226797, nm0560348, nm0584021, nm0597056, nm0672058, nm0682524, nm0723039, nm0762785, nm0800599, nm0818929, nm0872689, nm0876377, nm0010022, nm1163010, nm0022324, nm1215729, nm1162329, nm0024139, nm0040953, nm0056593, nm0070233, nm0094348, nm0104392, nm1163638, nm0140000, nm0147182, nm0174627, nm1085151, nm1085155, nm0265827, nm0267838, nm1168956, nm0301403, nm0302815, nm1085415, nm0320377, nm0346293, nm1165819, nm0489947, nm0491298, nm1086031, nm0547629, nm1169260, nm1086108, nm0606213, nm0647435, nm0652373, nm0658926, nm1166839, nm0678028, nm1086347, nm0689907, nm1167165, nm1169366, nm1167271, nm1167471, nm1086824, nm1168360, nm1249794"
Passione tsigana,tt1636560,1916,Italy,,January,1916,Italy,Turin,Pasquali e C.,"nm0162321, nm0439188"
Eugenia Grandet,tt0171294,1918,Italy,nm0730743,,,,,,nm0078116
Fabiola,tt0041342,1949,"France, Italy",nm0087704,March,1949,Italy,,"Franco London Films, Universalia Film","nm0006807, nm0896331, nm0800302, nm0758986, nm0147854, nm0320988, nm0148974, nm0865493, nm0603761, nm0832375, nm0632426, nm0409421, nm0055364, nm0798570, nm0413064, nm0755351, nm0764571, nm0726295, nm0240024, nm0076464, nm0823042, nm0033982, nm0872820, nm0385872, nm0224127, nm0079246, nm0135388, nm0073833, nm0199775, nm0334800, nm0313123, nm0496408, nm0812163, nm0274120, nm0181295, nm0147940, nm0816737, nm0647206, nm0413063, nm0330752, nm0538729, nm0275213, nm0494007, nm0670971, nm0757129, nm0030433, nm0810676, nm0491471, nm0869186, nm0419487, nm0542143, nm0612219, nm0799167, nm0172094, nm0759031, nm0207055, nm0865580, nm0746285, nm9064576"
Sansone,tt0456640,1923,Italy,nm1902024,May,1923,Italy,Rome,Caesar Film,"nm0208352, nm0274034, nm0312909, nm0682595, nm0762718, nm0769330"
Una ragazza di Praga,tt0197802,1969,Italy,nm0665113,April,1971,Italy,,,"nm0502382, nm0078116, nm0162948, nm0813082, nm0686217, nm0232434, nm0613867, nm0034068, nm0211613, nm1294548, nm1296566, nm0267838, nm6208382, nm6208383, nm6208384, nm6208385, nm6208386, nm6208387"
Ombra e luce,tt1031643,1913,Italy,nm0624511,December,1913,Italy,Rome,Società Italiana Cines,"nm0381428, nm0526921, nm1294238, nm0626131"
Lucciola,tt0183429,1917,Italy,nm0312866,March,1917,Italy,Turin,Società Anonima Ambrosio,"nm0082101, nm1216023, nm1271843, nm0538729, nm0624446, nm1272920, nm1249035, nm0757369, nm0768865, nm0856386, nm1273427"
La maschera dell'onestà,tt1063630,1914,Italy,nm0624511,March,1914,Italy,Milan,Milano Film,"nm0381428, nm0667546, nm0757369, nm1298942"
Il marito perduto,tt0929449,1920,Italy,nm0070374,December,1920,Italy,Rome,Chimera Film,"nm2494058, nm2016569, nm1278768, nm0195221, nm2486914, nm1268134, nm1287900, nm0762718"
I corvi,tt1047601,1913,Italy,,,1913,Italy,Rome,Società Italiana Cines,"nm0303120, nm0303122, nm0381428"
L'ultima diva: Francesca Bertini,tt0084235,1982,Italy,nm0591308,,,,,"Antea Cinematografica, RAI Radiotelevisione Italiana",nm0078116
Il falco rosso,tt1065420,1912,Italy,,,1912,Italy,Rome,Film d'Arte Italiana,"nm0078116, nm1011921, nm0784988"
Una sventatella,tt0963345,1918,Italy,nm0952610,January,1918,Italy,Turin,Itala Film,"nm0035996, nm0579618, nm0603386, nm0744105"
Leda senza cigno,tt1045152,1918,Italy,nm0030748,February,1918,Italy,Naples,"Polifilms (Società Anonima Industria Cinematografica, SAIC)","nm1513704, nm2457065, nm0350524, nm0526921, nm1272920, nm0743102"
Rabagas,tt0197792,1922,Italy,nm0712304,March,1922,Italy,Rome,"Medusa Film, Unione Cinematografica Italiana","nm0538729, nm0537818, nm0872195, nm1301222, nm0682204, nm0500846, nm1300488, nm0209740, nm0209741, nm0660012, nm1302222, nm1302724"
Lucrezia Borgia,tt0183434,1919,Italy,nm0312866,,,,,,nm0439188
Noris,tt0188956,1919,Italy,"nm0312866, nm0673035",September,1919,Italy,Turin,Itala Film,"nm1298258, nm0579618, nm1294250, nm0785802"
Miss Dollar,tt0928053,1922,Italy,nm0207107,June,1922,Italy,Rome,Chimera Film,"nm0051737, nm0076464, nm2488663, nm1945108, nm0727397, nm0762718"
La divetta del reggimento,tt0455435,1916,Italy,nm0143333,June,1916,Spain,Rome,Società Italiana Cines,"nm0143332, nm0302942, nm0350524"
Buffalo Bill a Roma,tt0041214,1949,Italy,nm0009588,,,,,S.I.L.A.,"nm0890339, nm0033982, nm0823017, nm1168511, nm0046785, nm0721557, nm0209740, nm8063851, nm0591622, nm8063852, nm0867923, nm1023820, nm0224330, nm1168209, nm1169455, nm0276417, nm1169861, nm1162214"
Cainà,tt0287952,1922,Italy,nm0726729,April,1923,Japan,"Rome, Turin",Fert Film,"nm0414294, nm0070959, nm0137706, nm0244599, nm1884765"
Ninì Verbena,tt1064785,1913,Italy,nm0624511,April,1913,Italy,Rome,Celio Film,"nm0078116, nm0315780, nm0172822, nm0137706"
Marion,tt0184715,1923,Italy,nm0730743,March,1923,Portugal,,,"nm0078116, nm1267810, nm0162490, nm1292202, nm0663286"
La locanda delle ombre,tt0349735,1923,Italy,"nm0407846, nm0624511",March,1923,Italy,Rome,E.D.A.,"nm0381428, nm0670968, nm0448656, nm0757369, nm0333309, nm0688787, nm0824971, nm1267810, nm0211424"
Giuseppe Verdi,tt0026415,1938,Italy,nm0303120,August,1938,Italy,,"Grandi Film Storici, Italia Film","nm0315984, nm0605851, nm0660035, nm0683647, nm0059706, nm0414294, nm0147526, nm0546917, nm0244596, nm0244599, nm0323010, nm0655815, nm0538080, nm0848546, nm0223884, nm0784988, nm0147940, nm0681441, nm0011732, nm0012407, nm0013789, nm0055364, nm0054427, nm0066745, nm0080672, nm0105482, nm1504676, nm1507655, nm0134993, nm0139542, nm0148616, nm1504690, nm1291684, nm0179734, nm0187642, nm0188133, nm0197531, nm1504721, nm0254031, nm0274196, nm0300388, nm1299470, nm1504782, nm1370739, nm0317617, nm1504797, nm1508686, nm1436109, nm0487137, nm1508064, nm1504928, nm0538969, nm0539011, nm1506438, nm0545067, nm0545579, nm0553335, nm1506463, nm1508109, nm0584968, nm0591593, nm0606286, nm1508175, nm1505022, nm1505024, nm0682595, nm0685066, nm0689162, nm1381372, nm1382603, nm0727966, nm0738305, nm0738856, nm1505067, nm1324133, nm1508973, nm0033982, nm0841270, nm0865998, nm0869224, nm0889658, nm1509068, nm0899262, nm0951859, nm1505223"
La Bohème,tt1045033,1917,Italy,nm0657535,August,1917,Italy,Rome,Cosmopoli Film,"nm2682393, nm1253992, nm0211282, nm2461871, nm0350524, nm0520861, nm0682544, nm0785802, nm2487812"
Il sottomarino n. 27,tt0963336,1915,Italy,nm0654581,April,1915,Italy,Rome,Società Italiana Cines,"nm1298056, nm0137706, nm0579618, nm0749431"
Sul limite della folia,tt0965534,1916,Italy,nm0865998,July,1916,Italy,Turin,Latina Ars,"nm0021935, nm0312553, nm0518359, nm1533331"
I contrabbandieri di Bell'Orrido,tt0963284,1913,Italy,,,1913,Italy,Rome,Società Italiana Cines,"nm1295384, nm0137706, nm0557831, nm0579618"
I tre amanti,tt0337331,1921,Italy,nm0957995,March,1921,Italy,"Rome, Turin",Fert Film,"nm0021935, nm0144302, nm0553335, nm0637019, nm1252987, nm0899528"
Treno di piacere,tt0928075,1924,Italy,nm0233631,November,1924,Italy,"Rome, Turin",Fert Film,"nm0051737, nm0076131, nm0082101, nm0172822, nm2498268, nm0664698, nm0688787, nm0693529, nm0702894, nm0757369, nm0762718, nm0785378"
Madame Tallien,tt0183455,1916,Italy,"nm0143333, nm0345500",November,1916,Italy,Rome,Palatino Film,"nm0096330, nm0264607, nm0637019, nm0045227, nm0056080, nm0723236, nm0819010"
Treno di lusso,tt1045234,1917,Italy,nm0094801,September,1917,Italy,Rome,Megale Film,"nm0094801, nm0350524, nm2680012"
Nel nido straniero,tt0903903,1914,Italy,nm0624511,December,1914,Italy,Milan,Milano Film,"nm0381428, nm0667546, nm0333309, nm0131145, nm2454902, nm0335900"
Il gioiello della regina,tt0949406,1913,Italy,,,1913,Italy,Turin,Itala Film,"nm0021935, nm0890415, nm0076131, nm0142822, nm0202688, nm0544490, nm0702893, nm0899932"
Beatrice d'Este,tt0296521,1912,Italy,"nm0266080, nm0312866",February,1912,Spain,Rome,"Film d'Arte Italiana, Pathé Frères","nm0078116, nm1011921, nm0784988, nm1049615, nm1055183"
Orgoglio,tt0030530,1938,Italy,nm0255766,September,1938,Italy,,Società Anonima Lombarda Industrie Cinematografiche (SALIC),"nm0315984, nm0053224, nm0274102, nm0538080, nm0381428, nm0278500, nm0078643, nm0244596, nm0314314"
Cenerentola e il signor Bonaventura,tt0140470,1941,Italy,nm0865493,December,1941,Italy,,Arno Film,"nm0832375, nm0413064, nm0897650, nm0865493, nm0865492, nm0055364, nm0109266, nm0685609, nm0138601, nm0302945, nm0683647, nm0155078, nm0481343, nm0098669, nm0117874, nm0156989, nm0521543, nm1573451, nm1425470, nm1122936, nm1679970"
Sterbende Völker - 1. Heimat in Not,tt0427897,1922,Germany,nm1720536,November,1922,Germany,,Monumental-Film-Werke Berlin,"nm1758727, nm1759962, nm1763326, nm0250790, nm0311413, nm1760152, nm1763526, nm0466776, nm1760241, nm0478151, nm0499000, nm0538729, nm1760332, nm0626520, nm0664257, nm0723801, nm0723802, nm0784988, nm0785802, nm1576164, nm0880619, nm0917467, nm0923377, nm1488840"
L'onesto mondo,tt0928057,1921,Italy,nm1902024,January,1921,Italy,Rome,Tiber-film,"nm1299557, nm2500842, nm0762718"
Nella fornace,tt0188098,1915,Italy,nm0654581,January,1915,Italy,Rome,Celio Film,"nm0078116, nm0161750, nm0302942, nm0352120, nm0407846, nm0705304"
Boccaccesca,tt0928022,1928,Italy,nm0207107,June,1928,Italy,Florence,I.C.S.A.,"nm2491833, nm0056080, nm0090548, nm2494811, nm1298942, nm0244700, nm2497095, nm0620911, nm0688762, nm1526205, nm2756868, nm0762718"
Idillio tragico,tt0956157,1922,Italy,nm0712304,March,1922,Italy,Rome,Medusa Film,"nm0538729, nm0872195, nm1300488, nm1301222, nm0500846, nm0682204, nm2531602, nm0209740, nm2304381, nm2492357"
Il gattopardo,tt0057091,1963,"France, Italy",nm0899581,March,1963,Italy,,"Titanus, Société Nouvelle Pathé Cinéma, Société Générale de Cinématographie (S.G.C.)","nm0000044, nm0001012, nm0001128, nm0832375, nm0603761, nm0885123, nm0001352, nm0167509, nm0605832, nm0312575, nm0302837, nm0681583, nm0884422, nm0298184, nm0098683, nm0102679, nm0166706, nm0747990, nm0490404, nm0746279, nm0209740, nm0749434, nm0577811, nm0518166, nm0347904, nm0244602, nm0558308, nm0821422, nm0037613, nm0146845, nm0839568, nm0439330, nm0728967, nm0742948, nm0658646, nm0164314, nm0117751, nm0307995, nm0294136, nm0716577, nm0068372, nm0134932, nm0144589, nm0160520, nm0580992, nm0675848, nm0685457, nm0873351"
Diva Dolorosa,tt0229343,1999,Netherlands,nm0217782,October,1999,Netherlands,,"Cineteca del Comune di Bologna, Filmmuseum Distributie, Vrijzinnig Protestantse Radio Omroep (VPRO)","nm0078116, nm0096330, nm0303122, nm0538729, nm0579618"
Ritratto dell'amata,tt1070852,1912,Italy,nm0516263,October,1912,Italy,Rome,"Film d'Arte Italiana, Pathé Frères","nm0078116, nm0637019, nm0156990, nm1216205, nm0232370, nm0744105"
Bambola e bambini,tt1045016,1915,Italy,,January,1915,Italy,Rome,Società Italiana Cines,"nm0137706, nm0350524, nm0526921"
La casa di vetro,tt0161386,1920,Italy,nm0726729,December,1920,Italy,,,"nm0070959, nm0082101, nm0144302, nm1250994, nm0414294, nm0637019, nm0664703"
La suocera,tt1064813,1913,Italy,,December,1913,Italy,Rome,Società Italiana Cines,"nm0078116, nm0137706, nm0172822"
Straccetto,tt0965681,1916,Italy,nm1250893,December,1916,Italy,Turin,Società Anonima Ambrosio,"nm0135421, nm0187642, nm0538729, nm0603065"
Federica d'Illiria,tt1013572,1919,Italy,nm0734958,November,1919,Italy,Turin,Rodolfifilm,"nm0021929, nm0093785, nm0109263, nm0109266, nm2628569, nm2632304, nm2501731, nm0683647, nm0785378, nm0899597"
L'albero che parla,tt1045003,1913,Italy,,,1913,Italy,Rome,Società Italiana Cines,"nm0315780, nm0350524, nm0172822"
Il marchese di Ruvolito,tt0030417,1939,Italy,nm0558127,February,1939,Italy,,Irpinia Cinematografica,"nm0208370, nm0208375, nm0030601, nm0664132, nm0323022, nm0726295, nm0659284, nm0672809, nm1855211, nm0841270, nm0585936, nm0109266, nm1824989, nm0664821, nm0636772, nm0681365, nm0303411, nm1029576, nm1435117, nm1412193, nm1324133, nm1855406, nm0723052, nm1505024, nm0636755"
La flotta degli emigranti,tt0925076,1917,Italy,nm0138251,April,1917,Italy,Milan,De Rosa Film,"nm0109266, nm0333309, nm0335908, nm1292460, nm2500747, nm0503064, nm0538080, nm1283828, nm0757369"
Maciste medium,tt0008236,1918,Italy,nm1441208,April,1918,Italy,Turin,Itala Film,"nm0656034, nm0021935, nm0135303, nm1269902"
Ananke,tt1041687,1915,Italy,nm0654581,November,1915,Italy,Rome,Celio Film,"nm0302942, nm0350524, nm0414293, nm0414294, nm1266871"
La madonnina dei marinari,tt0385070,1928,Italy,nm0215516,March,1928,Italy,Naples,Lombardo Film,"nm0350524, nm1292464, nm1270090, nm2456886, nm0208352, nm1707962, nm0626197, nm0718580"
Vittima dell'ideale,tt0216376,1916,Italy,nm0784988,,,,,,nm0078116
Ruy-Blas,tt1065496,1912,Italy,,,1912,Italy,Rome,Film d'Arte Italiana,"nm0078116, nm0784988"
Maciste contro Maciste,tt0014233,1923,Italy,,,,,,,"nm0656034, nm0538729"
Maman Colibri,tt0020134,1929,France,nm0245213,April,1930,Finland,,Le Film d'Art,"nm0414294, nm0496473, nm0206312, nm0350798, nm0063994, nm0356589, nm7299545, nm0529227"
Silenzio eroico,tt1041846,1913,Italy,,,1913,Italy,Turin,Savoia Film,"nm2557773, nm0414294, nm0537818"
Fra uomini e belve (Avventure in India),tt1063616,1913,Italy,nm0030748,,1913,Italy,Rome,Società Italiana Cines,"nm0637019, nm0381428, nm0526921, nm0321346, nm2709440, nm2711310"
La beffa atroce,tt1047585,1915,Italy,nm0303120,February,1915,Italy,Rome,Società Italiana Cines,"nm0303122, nm0321346, nm0697512, nm1295384"
Un amore di Pietro de' Medici,tt0296506,1912,Italy,nm1057323,May,1912,Italy,Rome,Film d'Arte Italiana,"nm1011921, nm0078116, nm0135055"
La sfinge,tt1041843,1918,Italy,nm0143333,January,1918,Italy,Rome,Tiber-film,"nm0172822, nm0352120, nm0414294"
Assunta Spina,tt0265048,1930,Italy,nm0730743,March,1930,Italy,Rome,Caesar Film,"nm0117874, nm0195221, nm0209740, nm0546917, nm0553335, nm1301196, nm0825923"
Una donna,tt0168696,1914,Italy,nm0407846,December,1914,Italy,Rome,Celio Film,"nm0078116, nm1291238, nm0302942, nm0407846, nm1294238, nm0850499"
Gli uomini non sono ingrati,tt0029721,1937,Italy,nm0109264,,,,,Imperator Film,"nm0148974, nm0688762, nm0021932, nm0895766, nm0155078, nm0055364, nm0414294, nm0830627, nm0187642, nm0895927, nm0045263, nm0672496, nm1129431, nm0676131, nm0195830, nm0553335, nm0678099, nm0199776, nm1817118, nm1508973, nm4750104, nm0721557"
L'ultima carta,tt0214218,1913,Italy,nm0624511,,,,,,"nm0078116, nm0315780"
Liebeshölle,tt0018088,1928,Germany,"nm0081331, nm0303120",August,1928,Germany,,Erda-Film GmbH (I),"nm0874781, nm0290951, nm0836765, nm0061682, nm0082101, nm5711660, nm0274034, nm1257483, nm5711619, nm0561587, nm0867966, nm0439188, nm1258590"
All'ombra di un trono,tt0928016,1921,Italy,nm0303120,November,1921,Italy,Rome,Films Gallone,"nm0143685, nm0303122, nm1146178, nm2500605"
Tragico amore,tt1065517,1912,Italy,nm0624511,December,1912,Italy,Rome,Celio Film,"nm0078116, nm0172822, nm0208352, nm0302942, nm0315780"
Zhivoy trup,tt0019609,1929,"Germany, Soviet Union",nm0652974,March,1929,Russia,,"Mezhrabpomfilm, Prometheus-Film-Verleih und Vertriebs-GmbH, Länderfilm GmbH","nm0699877, nm0414294, nm0306673, nm0784913, nm0882918, nm0226158, nm0546531, nm0904492, nm0881555, nm0055823, nm0405904, nm0842670, nm0688040, nm0720076, nm0867966"
Histoire d'un Pierrot,tt0178570,1914,Italy,nm0624511,February,1914,Italy,Rome,Celio Film,"nm0078116, nm0350524, nm0315780, nm0705304, nm0161750, nm0632480"
Da boxeur a detective,tt0949378,1916,Italy,nm0133153,January,1916,Italy,Turin,Società Anonima Ambrosio,"nm0032106, nm0124744, nm0133153, nm0538729, nm0702893"
Odette,tt0189842,1916,Italy,nm0209738,April,1916,Sweden,Rome,Caesar Film,"nm0078116, nm0207107, nm0070959, nm0070962, nm0109264, nm0211158, nm0749306"
La marcia nuziale,tt0184705,1915,Italy,nm0303120,February,1916,Spain,Rome,Società Italiana Cines,"nm0096330, nm1216023, nm0135304, nm0302942, nm0350524, nm0637019"
Fiamme nell'ombra,tt0938630,1915,Italy,nm0624511,April,1915,Italy,Milan,Milano Film,"nm0381428, nm0587801"
Anima selvaggia,tt0254095,1920,Italy,,,,,,Bertini Film,"nm0078116, nm0078261, nm1291771, nm0518359, nm0526266, nm0688230"
La scala,tt0022342,1931,Italy,nm0726729,,,,,Società Italiana Cines,"nm0414294, nm0632426, nm0080615, nm0177815, nm0147940, nm0702893, nm0135635, nm1437038"
La dama di picche,tt1045060,1913,Italy,nm0624511,,1913,Italy,Rome,Società Italiana Cines,"nm0381428, nm0350524, nm0526921, nm1131937, nm0172822"
Il mercante di Venezia,tt0001314,1911,Italy,nm0516263,February,1911,Italy,Rome,Film d'Arte Italiana,"nm0637025, nm0078116, nm0316269"
Lo spettro bianco a Saint Moritz,tt1081004,1914,Italy,nm0730611,May,1914,Italy,Milan,Milano Film,"nm0109266, nm0212191, nm0785802"
Sotto l'ala della morte,tt1041849,1915,Italy,nm0407846,August,1915,Italy,Rome,Celio Film,"nm0161750, nm0208352, nm0302942, nm0335908, nm0414294, nm0630171, nm1266871"
La miniera di ferro,tt0965513,1912,Italy,nm2486447,,1912,Italy,Turin,Savoia Film,"nm0021935, nm1896373, nm0544490, nm0739971, nm0750877"
Mese mariano,tt0185493,1929,Italy,nm1301712,June,1929,Italy,Rome,Caesar Film,"nm0117874, nm1298492, nm0209740, nm0546917, nm0656512, nm0757369"
Rosella,tt0462512,1924,Italy,nm1301712,December,1924,Italy,Rome,Unione Cinematografica Italiana,"nm0131206, nm0762718, nm0953131"
Anima redenta,tt0254094,1917,Italy,,,,,,,nm0078116
La cricca dorata,tt0167844,1913,Italy,"nm0315780, nm0624511",April,1913,Spain,Rome,Celio Film,"nm0078116, nm0315780, nm0596837, nm0172822"
Il privilegio dell'amore,tt1067741,1921,Italy,nm0734958,March,1921,Italy,Turin,Rodolfifilm,"nm0109266, nm0162321, nm0899597, nm1295392"
Passioni,tt0928058,1922,Italy,nm0207107,February,1922,Italy,Rome,Unione Cinematografica Italiana,"nm0762718, nm0784988"
Il cadavere scomparso,tt0965465,1916,Italy,nm1302092,April,1916,Italy,Turin,Savoia Film,"nm0021935, nm0093785, nm1578876, nm2563856, nm0867930, nm2563397"
"La fanciulla, il poeta e la laguna",tt1047615,1922,Italy,nm0303120,June,1922,Italy,Rome,Cinegrafie D'Eccezione,"nm2683588, nm2531602, nm0303122, nm0626131, nm0663286, nm0759474, nm1218250"
Folgore,tt0965619,1918,Italy,nm0211634,July,1918,Italy,Turin,Gladiator Film,"nm0231876, nm0538729, nm2308299"
"L'ombra, la morte, l'uomo",tt1072657,1923,Italy,nm0209741,September,1923,Italy,Rome,De Liguoro Film,"nm0209740, nm0872195, nm1295234"
L'olocausto,tt0963320,1918,Italy,nm0952610,March,1918,Italy,Turin,Itala Film,"nm2493323, nm0579618, nm0603386, nm0744105"
Il più forte amore,tt0929462,1919,Italy,,November,1919,Italy,Rome,Celio Film,"nm0161750, nm0208352, nm0215956, nm0277765, nm0762531, nm0762718, nm1100228"
Quand l'amour réfleurit,tt1065485,1916,Italy,nm0664700,May,1916,Italy,Turin,Pasquali e C.,"nm0139215, nm1894502, nm0439188"
L'ereditiera,tt0171274,1915,Italy,nm0624511,March,1915,Italy,Milan,Milano Film,"nm0381428, nm0032106, nm0667546, nm0757369"
L'attore scomparso,tt0156303,1941,Italy,nm0952737,June,1941,Italy,,Imperial Film,"nm0320221, nm0580140, nm0796222, nm0231878, nm0132135, nm0311165, nm0217355, nm0414294, nm0726295, nm0103854, nm0518352, nm0736422, nm0076005, nm0181305, nm0207956, nm0591121, nm0596576, nm1412851, nm0681233, nm0743102"
L'onta nascosta,tt1041810,1913,Italy,,February,1913,Italy,Turin,Savoia Film,"nm2557773, nm1292464, nm0414294, nm0518359, nm2667814"
Smarrito nell'ombra,tt0965530,1914,Italy,,January,1914,Italy,Turin,Itala Film,"nm0021935, nm0610618"
Teresa Confalonieri,tt0025866,1934,Italy,nm0109264,February,1937,USA,,Film Production Company of Rome,"nm0007792, nm0076464, nm0162322, nm0208563, nm0769380, nm0137213, nm0850961, nm0490404, nm0538080, nm0054427, nm2132925, nm0848546, nm0182292, nm0195830, nm0244599, nm0109266, nm0109265, nm0664132, nm0812163, nm0785427, nm4750007, nm0953088, nm0688770, nm0849155, nm0244596, nm0684266, nm0721557, nm0891614"
Patatrac,tt0022258,1931,Italy,nm0726729,,,,,Società Italiana Cines,"nm0266031, nm0266032, nm0414294, nm0080615, nm0957867, nm0076609, nm0682595, nm0887830, nm0656512, nm0227573, nm1151285, nm0187464, nm4703840"
La vida y la muerte,tt0007519,1916,Spain,nm0143333,,,,,,"nm0032106, nm0143332, nm0264693, nm0350524, nm0743102"
La fuggitiva,tt0965486,1912,Italy,nm1193022,,1912,Italy,Turin,Savoia Film,"nm0021935, nm1291873, nm0414294, nm0518359, nm0626131"
The Righted Wrong,tt1464322,1915,Italy,nm0624511,August,1915,USA,Milan,Milano Film,nm0381428
Nemesis,tt0188100,1920,Italy,nm0303120,December,1920,Italy,Rome,D'Ambra Film,"nm1298937, nm0303122, nm1035410, nm0345223, nm1301646, nm1302271, nm0899262, nm1218250"
Zuma,tt0963367,1913,Italy,nm0624511,April,1913,Italy,Rome,Società Italiana Cines,"nm0381428, nm0526921, nm0350524, nm0557831, nm0579618, nm0144663"
Il ponte del diavolo,tt1041823,1914,Italy,nm1156070,December,1914,Italy,Turin,Pasquali e C.,"nm0139215, nm0414294, nm0784988"
Maman poupée,tt0183483,1919,Italy,nm0303120,May,1920,UK,Rome,Olimpus Film,"nm0303122, nm0658551, nm0195903, nm0193763"
La trappola,tt0822039,1922,Italy,nm0673035,June,1922,Italy,Naples,Monopolio Lombardo,"nm0350524, nm0743102, nm0264693, nm0718580, nm1098519"
Il potere sovrano,tt0193428,1916,Italy,"nm0621797, nm0624511",October,1916,Italy,Rome,Tiber-film,"nm0381428, nm0315780, nm0195176, nm0526921, nm0172822, nm0144302, nm0723236, nm0630171, nm0009828, nm0335908"
Il marchio,tt1065459,1916,Italy,nm0693529,September,1916,Italy,Turin,Jupiter Film,"nm0345208, nm0439188, nm1532578, nm0693529, nm2519042"
L'abito nero da sposa,tt0035606,1945,Italy,nm0952737,May,1945,Italy,,Vi-Va Film,"nm0315984, nm0491238, nm0276417, nm0848546, nm0798570, nm0897002, nm0736422, nm0346358, nm0660018, nm0816528, nm0156989, nm0676131, nm0646742, nm0685911, nm0762718, nm0807564, nm0298917, nm0021337, nm0335694, nm0011575"
Il dossier n. 7,tt0965611,1916,Italy,,January,1916,Italy,Turin,Società Anonima Ambrosio,"nm0138479, nm0538729"
